price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,Affordability,timestamp
8463000,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,expensive,27
8400000,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,expensive,28
8400000,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,expensive,29
8400000,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,expensive,30
8400000,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,expensive,31
8400000,7000,3,1,4,yes,no,no,no,yes,2,no,semi-furnished,expensive,32
8295000,4880,4,2,2,yes,no,no,no,yes,1,yes,furnished,expensive,33
8190000,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,expensive,34
8120000,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,expensive,35
8080940,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,expensive,36
8043000,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,expensive,37
7980000,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,expensive,38
7962500,6000,3,1,4,yes,yes,no,no,yes,2,no,unfurnished,expensive,39
7910000,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,expensive,40
7875000,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,expensive,41
7840000,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,expensive,42
7700000,6480,3,2,4,yes,no,no,no,yes,2,no,unfurnished,expensive,43
7700000,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,expensive,44
7560000,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,expensive,45
7560000,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,expensive,46
7525000,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,expensive,47
7490000,6600,3,1,4,yes,no,no,no,yes,3,yes,furnished,expensive,48
7455000,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,expensive,49
7420000,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,expensive,50
7420000,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,expensive,51
7420000,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,expensive,52
7350000,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,expensive,53
7350000,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,expensive,54
7350000,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,expensive,55
7350000,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,expensive,56
7343000,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,expensive,57
7245000,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,expensive,58
7210000,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,expensive,59
7210000,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,expensive,60
7140000,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,expensive,61
7070000,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,expensive,62
7070000,6240,4,2,2,yes,no,no,no,yes,1,no,furnished,expensive,63
7035000,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,expensive,64
7000000,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,expensive,65
6930000,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,expensive,66
6930000,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,expensive,67
6895000,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,expensive,68
6860000,6000,3,1,1,yes,no,no,no,yes,1,no,furnished,expensive,69
6790000,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,expensive,70
6790000,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,expensive,71
6755000,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,expensive,72
6720000,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,expensive,73
6685000,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,expensive,74
6650000,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished,expensive,75
6650000,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,expensive,76
6650000,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,expensive,77
6650000,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,expensive,78
6650000,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,expensive,79
6650000,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,expensive,80
6629000,6000,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished,expensive,81
6615000,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,expensive,82
6615000,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,expensive,83
6580000,6000,3,2,4,yes,no,no,no,yes,0,no,semi-furnished,expensive,84
6510000,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,expensive,85
6510000,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,expensive,86
6510000,6670,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,expensive,87
6475000,3960,3,1,1,yes,no,yes,no,no,2,no,semi-furnished,expensive,88
6475000,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,expensive,89
6440000,8580,5,3,2,yes,no,no,no,no,2,no,furnished,expensive,90
6440000,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,expensive,91
6419000,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,expensive,92
6405000,4800,3,2,4,yes,yes,no,no,yes,0,no,furnished,expensive,93
6300000,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,expensive,94
6300000,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished,expensive,95
6300000,4100,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,expensive,96
6300000,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,expensive,97
6300000,6400,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,expensive,98
6293000,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,expensive,99
6265000,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,expensive,100
6230000,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,expensive,101
6230000,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,expensive,102
6195000,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,expensive,103
6195000,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished,expensive,104
6195000,5500,3,2,1,yes,yes,yes,no,no,2,yes,furnished,expensive,105
6160000,4500,3,1,4,yes,no,no,no,yes,0,no,unfurnished,expensive,106
6160000,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,expensive,107
6125000,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,expensive,108
6107500,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,expensive,109
6090000,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,expensive,110
6090000,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,expensive,111
6090000,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,expensive,112
6083000,4300,6,2,2,yes,no,no,no,no,0,no,furnished,expensive,113
6083000,9620,3,1,1,yes,no,yes,no,no,2,yes,furnished,expensive,114
6020000,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,expensive,115
6020000,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,expensive,116
6020000,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,expensive,117
5950000,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished,expensive,118
